timestamp,camera_id,street_monitored,car_count,bus_count,truck_count,motorcycle_count,total_vehicles,occupancy_rate,flow_rate_per_min,avg_speed,avg_density,zone_id,duration_seconds
1764643808.21,CAM_001,Av. Javier Prado,46,2,5,0,53,0.0581,53,24.48,1.20,zone1,60.03
1764643868.23,CAM_001,Av. Javier Prado,47,3,12,0,62,0.0289,62,39.30,0.67,zone1,60.03
1764643928.24,CAM_001,Av. Javier Prado,11,2,0,0,13,0.0087,13,13.71,0.37,zone1,60.00
1764643988.26,CAM_001,Av. Javier Prado,83,13,16,0,112,0.1065,112,30.71,2.15,zone1,60.02
1764644048.28,CAM_001,Av. Javier Prado,1,1,2,0,4,0.0010,4,8.65,0.04,zone1,60.03
1764644108.31,CAM_001,Av. Javier Prado,80,9,15,0,104,0.0904,104,20.45,2.28,zone1,60.02
1764644168.33,CAM_001,Av. Javier Prado,33,3,3,0,39,0.0163,39,38.10,0.48,zone1,60.02
1764644228.36,CAM_001,Av. Javier Prado,45,5,3,0,53,0.0621,53,20.11,1.41,zone1,60.04
1764644288.40,CAM_001,Av. Javier Prado,63,7,11,0,81,0.0403,81,32.94,0.98,zone1,60.04
1764644348.43,CAM_001,Av. Javier Prado,8,3,1,0,12,0.0085,12,3.46,0.46,zone1,60.03
1764644408.44,CAM_001,Av. Javier Prado,101,8,14,0,123,0.0931,123,24.12,2.18,zone1,60.01
1764644468.46,CAM_001,Av. Javier Prado,1,0,0,0,1,0.0002,1,34.13,0.01,zone1,60.02
