timestamp,datetime,zone_id,duration_seconds,avg_density,avg_speed,vehicle_types
1764201315.157599,2025-11-26 18:55:15,zone1,60.00763010978699,6.37,,{}
1764201375.37922,2025-11-26 18:56:15,zone1,60.22162103652954,2.90,,{}
1764201435.415391,2025-11-26 18:57:15,zone1,60.036170959472656,5.27,,{}
1764201495.456772,2025-11-26 18:58:15,zone1,60.04138112068176,3.89,,{}
1764201555.902733,2025-11-26 18:59:15,zone1,60.445960998535156,2.39,,{}
1764201616.1434171,2025-11-26 19:00:16,zone1,60.240684032440186,6.42,,{}
1764201676.186665,2025-11-26 19:01:16,zone1,60.04324793815613,3.88,,{}
1764201736.727339,2025-11-26 19:02:16,zone1,60.54067397117615,2.63,,{}
1764201796.9488618,2025-11-26 19:03:16,zone1,60.22152280807495,4.63,,{}
1764201856.966094,2025-11-26 19:04:16,zone1,60.017232179641724,2.50,,{}
1764201916.9983969,2025-11-26 19:05:16,zone1,60.03230285644531,2.71,,{}
1764201977.0005262,2025-11-26 19:06:17,zone1,60.002129316329956,5.95,,{}
1764202037.018618,2025-11-26 19:07:17,zone1,60.018091917037964,2.42,,{}
1764202097.019905,2025-11-26 19:08:17,zone1,60.00128698348999,2.63,,{}
1764202157.19414,2025-11-26 19:09:17,zone1,60.17423486709595,4.43,,{}
1764202217.309786,2025-11-26 19:10:17,zone1,60.11564612388611,2.35,,{}
1764202277.3231518,2025-11-26 19:11:17,zone1,60.013365745544434,2.76,,{}
1764202337.330237,2025-11-26 19:12:17,zone1,60.00708508491516,5.94,,{}
1764218721.6144152,2025-11-26 23:45:21,zone1,60.68772315979004,1.85,27.50,"{'car': 1.8466966003848622, 'motorcycle': 0.003848620910840282}"
1764218782.995766,2025-11-26 23:46:22,zone1,61.38135075569153,0.99,41.30,"{'car': 0.9241071428571429, 'bus': 0.04241071428571429, 'truck': 0.022321428571428572}"
