timestamp,camera_id,street_monitored,car_count,bus_count,truck_count,motorcycle_count,total_vehicles,occupancy_rate,flow_rate_per_min,avg_speed,avg_density,zone_id,duration_seconds
1765033721.94,CAM_001,Av. Javier Prado,27,0,0,0,27,0.0440,27,4.75,1.92,zone1,60.11
1765033721.94,CAM_002,Av. Arequipa,57,3,0,1,61,0.0421,61,2.83,4.94,zone2,60.11
1765033721.94,CAM_003,Av. Salaverry,57,3,0,1,61,0.0421,61,2.83,4.94,zone3,60.11
1765033721.94,CAM_004,Av. Petit Thouars,57,3,0,1,61,0.0421,61,2.83,4.94,zone4,60.11
1765033724.20,CAM_001,Av. Javier Prado,7,0,0,0,7,0.0319,7,1.71,1.32,zone1,60.04
1765033724.20,CAM_002,Av. Arequipa,27,0,0,0,27,0.0194,27,1.35,4.57,zone2,60.04
1765033724.20,CAM_003,Av. Salaverry,27,0,0,0,27,0.0194,27,1.35,4.57,zone3,60.04
1765033724.20,CAM_004,Av. Petit Thouars,27,0,0,0,27,0.0194,27,1.35,4.57,zone4,60.04
1765033726.86,CAM_001,Av. Javier Prado,5,2,1,4,12,0.3902,12,9.90,1.19,zone1,60.04
1765033726.86,CAM_002,Av. Arequipa,3,2,7,4,16,0.1164,16,7.13,1.39,zone2,60.04
1765033726.86,CAM_003,Av. Salaverry,3,2,7,4,16,0.1164,16,7.13,1.39,zone3,60.04
1765033726.86,CAM_004,Av. Petit Thouars,3,2,7,4,16,0.1164,16,7.13,1.39,zone4,60.04
1765033729.81,CAM_001,Av. Javier Prado,32,0,4,10,46,0.0811,46,6.99,1.04,zone1,60.01
1765033729.81,CAM_002,Av. Arequipa,58,0,6,13,77,0.0522,77,3.61,2.28,zone2,60.01
1765033729.81,CAM_003,Av. Salaverry,58,0,6,13,77,0.0522,77,3.61,2.28,zone3,60.01
1765033729.81,CAM_004,Av. Petit Thouars,58,0,6,13,77,0.0522,77,3.61,2.28,zone4,60.01
1765033781.97,CAM_001,Av. Javier Prado,37,0,0,0,37,0.1232,37,3.22,4.25,zone1,60.03
