timestamp,camera_id,street_monitored,car_count,bus_count,truck_count,motorcycle_count,total_vehicles,occupancy_rate,flow_rate_per_min,avg_speed,avg_density,zone_id,duration_seconds
1764455875.79,CAM_001,Av. Javier Prado,6,0,4,0,7,0.2358,7,67.53,2.65,zone1,5.00
1764455880.81,CAM_001,Av. Javier Prado,10,0,7,0,13,0.2067,13,51.72,2.36,zone1,5.02
1764456749.12,CAM_001,Av. Javier Prado,60,0,14,4,69,0.1920,69,45.40,2.15,zone1,60.01
1764456809.13,CAM_001,Av. Javier Prado,22,0,3,0,24,0.1228,24,29.06,1.47,zone1,60.01
1764456869.15,CAM_001,Av. Javier Prado,54,0,11,0,60,0.4152,60,12.80,4.35,zone1,60.02
1764456929.15,CAM_001,Av. Javier Prado,50,2,14,0,56,0.1475,56,44.33,1.76,zone1,60.00
1764456989.16,CAM_001,Av. Javier Prado,15,0,1,0,15,0.0459,15,38.71,0.62,zone1,60.01
1764457049.18,CAM_001,Av. Javier Prado,20,0,5,0,20,0.0778,20,20.96,1.19,zone1,60.02
1764457109.19,CAM_001,Av. Javier Prado,59,0,16,0,66,0.1810,66,46.24,1.94,zone1,60.01
1764457169.20,CAM_001,Av. Javier Prado,22,0,4,0,23,0.0846,23,29.36,0.98,zone1,60.01
1764457229.22,CAM_001,Av. Javier Prado,34,0,8,0,38,0.0842,38,46.25,1.04,zone1,60.03
1764457289.62,CAM_001,Av. Javier Prado,52,0,11,0,57,0.1584,57,36.97,2.03,zone1,60.39
1764457349.63,CAM_001,Av. Javier Prado,9,0,4,0,10,0.0331,10,39.97,0.40,zone1,60.02
1764457409.66,CAM_001,Av. Javier Prado,28,0,5,0,28,0.0764,28,43.09,1.02,zone1,60.03
1764457469.67,CAM_001,Av. Javier Prado,64,0,16,0,70,0.1598,70,43.69,1.91,zone1,60.01
1764457529.73,CAM_001,Av. Javier Prado,15,0,4,0,15,0.0391,15,40.49,0.52,zone1,60.06
1764457657.92,CAM_001,Av. Javier Prado,25,0,3,0,28,0.0831,28,71.57,1.10,zone1,60.47
1764457719.21,CAM_001,Av. Javier Prado,24,0,6,0,30,0.1099,30,58.40,1.19,zone1,61.29
1764457787.83,CAM_001,Av. Javier Prado,63,0,8,0,71,0.1867,71,44.81,2.27,zone1,60.02
1764457848.32,CAM_001,Av. Javier Prado,25,0,4,0,29,0.0881,29,40.23,1.14,zone1,60.49
1764457908.33,CAM_001,Av. Javier Prado,44,0,8,0,52,0.2900,52,17.36,3.55,zone1,60.01
1764458430.34,CAM_001,Av. Javier Prado,30,0,4,0,34,0.1734,34,18.05,2.39,zone1,60.16
1764458490.67,CAM_001,Av. Javier Prado,54,0,9,0,63,0.1215,63,60.46,1.57,zone1,60.33
1764458550.69,CAM_001,Av. Javier Prado,13,0,3,0,16,0.0643,16,26.92,1.02,zone1,60.02
1764458610.89,CAM_001,Av. Javier Prado,62,0,13,0,75,0.4459,75,13.80,5.73,zone1,60.20
1764458671.69,CAM_001,Av. Javier Prado,53,0,5,0,58,0.1173,58,53.76,1.41,zone1,60.80
1764458732.11,CAM_001,Av. Javier Prado,7,0,0,0,7,0.0173,7,71.45,0.20,zone1,60.43
1764458792.13,CAM_001,Av. Javier Prado,28,0,3,0,31,0.1219,31,29.36,1.64,zone1,60.01
1764458852.21,CAM_001,Av. Javier Prado,53,0,4,0,57,0.1596,57,41.78,2.03,zone1,60.08
1764458912.95,CAM_001,Av. Javier Prado,18,0,6,0,24,0.1110,24,15.32,1.26,zone1,60.74
1764458972.97,CAM_001,Av. Javier Prado,30,0,12,4,46,0.1676,46,21.24,1.82,zone1,60.02
1764459034.03,CAM_001,Av. Javier Prado,53,0,10,0,63,0.1696,63,49.59,2.07,zone1,61.07
1764459094.85,CAM_001,Av. Javier Prado,20,0,1,1,22,0.2943,22,9.02,3.87,zone1,60.82
1764459154.87,CAM_001,Av. Javier Prado,54,0,12,0,66,0.1200,66,44.46,1.36,zone1,60.01
1764459214.89,CAM_001,Av. Javier Prado,16,0,2,0,18,0.0620,18,41.20,0.86,zone1,60.02
1764459275.38,CAM_001,Av. Javier Prado,15,0,2,0,17,0.0838,17,26.42,1.19,zone1,60.49
1764459335.40,CAM_001,Av. Javier Prado,51,0,18,0,69,0.1616,69,42.26,1.96,zone1,60.02
1764459395.41,CAM_001,Av. Javier Prado,16,0,1,0,17,0.0960,17,17.08,1.62,zone1,60.01
1764459577.33,CAM_001,Av. Javier Prado,14,0,6,0,20,0.1718,20,51.35,2.11,zone1,60.03
1764459637.35,CAM_001,Av. Javier Prado,44,0,3,0,47,0.1555,47,91.16,2.15,zone1,60.02
1764459697.37,CAM_001,Av. Javier Prado,7,0,5,0,12,0.0565,12,43.42,0.73,zone1,60.02
1764459758.75,CAM_001,Av. Javier Prado,31,0,8,0,39,0.1067,39,64.52,1.46,zone1,61.38
1764460095.65,CAM_001,Av. Javier Prado,54,0,15,0,69,0.1684,69,53.22,2.13,zone1,61.00
1764460157.07,CAM_001,Av. Javier Prado,23,0,3,0,26,0.0950,26,40.45,1.18,zone1,61.43
1764460217.86,CAM_001,Av. Javier Prado,0,0,0,0,0,0.0000,0,0.00,0.00,zone1,60.79
1764460279.03,CAM_001,Av. Javier Prado,0,0,0,0,0,0.0000,0,0.00,0.00,zone1,61.17
1764460339.64,CAM_001,Av. Javier Prado,0,0,0,0,0,0.0000,0,0.00,0.00,zone1,60.60
1764460400.45,CAM_001,Av. Javier Prado,0,0,0,0,0,0.0000,0,0.00,0.00,zone1,60.82
1764460461.19,CAM_001,Av. Javier Prado,0,0,0,0,0,0.0000,0,0.00,0.00,zone1,60.74
1764460521.62,CAM_001,Av. Javier Prado,0,0,0,0,0,0.0000,0,0.00,0.00,zone1,60.43
1764461227.43,CAM_JAVIER_PRADO,Av. Javier Prado,18,0,1,0,19,0.0240,19,134.85,0.31,zone1,60.93
1764463512.42,CAM_001,Av. Javier Prado,1,0,0,0,1,0.0001,1,0.00,0.00,zone1,60.01
1764463576.33,CAM_001,Av. Javier Prado,14,0,0,0,14,0.0200,14,143.34,0.43,zone1,63.91
1764463636.33,CAM_001,Av. Javier Prado,2,0,0,0,2,0.0025,2,243.16,0.07,zone1,60.01
1764464176.35,CAM_001,Av. Javier Prado,4,0,0,0,4,0.0029,4,43.09,0.06,zone1,60.09
