timestamp,camera_id,street_monitored,car_count,bus_count,truck_count,motorcycle_count,total_vehicles,occupancy_rate,flow_rate_per_min,avg_speed,avg_density,zone_id,duration_seconds
1765170014.13,CAM_001,Av. Javier Prado,11,0,1,0,12,0.0153,12,20.28,0.54,zone1,60.01
1765170014.13,CAM_002,Av. Arequipa,68,0,1,0,69,0.0248,69,5.98,3.97,zone2,60.01
1765170014.13,CAM_003,Av. Salaverry,68,0,1,0,69,0.0248,69,5.98,3.97,zone3,60.01
1765170014.13,CAM_004,Av. Petit Thouars,68,0,1,0,69,0.0248,69,5.98,3.97,zone4,60.01
1765170014.21,CAM_001,Av. Javier Prado,1,0,2,0,3,0.0059,3,20.30,0.06,zone1,60.02
1765170014.21,CAM_002,Av. Arequipa,2,0,2,0,4,0.0029,4,2.84,0.66,zone2,60.02
1765170014.21,CAM_003,Av. Salaverry,2,0,2,0,4,0.0029,4,2.84,0.66,zone3,60.02
1765170014.21,CAM_004,Av. Petit Thouars,2,0,2,0,4,0.0029,4,2.84,0.66,zone4,60.02
1765170014.28,CAM_001,Av. Javier Prado,12,8,13,14,47,0.0796,47,6.49,2.05,zone1,60.05
1765170014.28,CAM_002,Av. Arequipa,44,18,31,31,124,0.0918,124,5.87,6.37,zone2,60.05
1765170014.28,CAM_003,Av. Salaverry,44,18,31,31,124,0.0918,124,5.87,6.37,zone3,60.05
1765170014.28,CAM_004,Av. Petit Thouars,44,18,31,31,124,0.0918,124,5.87,6.37,zone4,60.05
1765170014.31,CAM_001,Av. Javier Prado,8,0,4,6,18,0.2582,18,5.67,1.54,zone1,60.08
1765170014.31,CAM_002,Av. Arequipa,26,0,4,11,41,0.1688,41,4.86,2.84,zone2,60.08
1765170014.31,CAM_003,Av. Salaverry,26,0,4,11,41,0.1688,41,4.86,2.84,zone3,60.08
1765170014.31,CAM_004,Av. Petit Thouars,26,0,4,11,41,0.1688,41,4.86,2.84,zone4,60.08
1765170074.14,CAM_001,Av. Javier Prado,71,0,6,0,77,0.1288,77,14.11,2.96,zone1,60.00
