timestamp,camera_id,street_monitored,car_count,bus_count,truck_count,motorcycle_count,total_vehicles,occupancy_rate,flow_rate_per_min,avg_speed,avg_density,zone_id,duration_seconds
1765418974.09,CAM_001,Av. Javier Prado,2,0,0,0,2,0.0052,2,33.74,0.15,zone1,63.68
1765418974.09,CAM_002,Av. Arequipa,3,0,0,0,3,0.0019,3,25.52,0.19,zone2,63.68
1765418974.09,CAM_003,Av. Salaverry,3,0,0,0,3,0.0019,3,25.52,0.19,zone3,63.68
1765418974.09,CAM_004,Av. Petit Thouars,3,0,0,0,3,0.0019,3,25.52,0.19,zone4,63.68
1765418974.10,CAM_001,Av. Javier Prado,0,0,0,0,0,0.0000,0,0.00,0.00,zone1,67.60
1765418974.10,CAM_002,Av. Arequipa,27,2,1,0,30,0.0263,30,4.06,2.18,zone2,67.60
1765418974.10,CAM_003,Av. Salaverry,27,2,1,0,30,0.0263,30,4.06,2.18,zone3,67.60
1765418974.10,CAM_004,Av. Petit Thouars,27,2,1,0,30,0.0263,30,4.06,2.18,zone4,67.60
1765419004.17,CAM_001,Av. Javier Prado,0,2,5,9,16,0.1895,16,10.39,1.54,zone1,89.55
1765419004.17,CAM_002,Av. Arequipa,11,2,11,12,36,0.2558,36,3.51,5.75,zone2,89.55
1765419004.17,CAM_003,Av. Salaverry,11,2,11,12,36,0.2558,36,3.51,5.75,zone3,89.55
1765419004.17,CAM_004,Av. Petit Thouars,11,2,11,12,36,0.2558,36,3.51,5.75,zone4,89.55
1765419037.66,CAM_001,Av. Javier Prado,1,0,0,0,1,0.0134,1,1.44,0.43,zone1,63.58
1765419037.66,CAM_002,Av. Arequipa,1,0,0,0,1,0.0069,1,1.44,0.43,zone2,63.58
1765419037.66,CAM_003,Av. Salaverry,1,0,0,0,1,0.0069,1,1.44,0.43,zone3,63.58
1765419037.66,CAM_004,Av. Petit Thouars,1,0,0,0,1,0.0069,1,1.44,0.43,zone4,63.58
