timestamp,camera_id,street_monitored,car_count,bus_count,truck_count,motorcycle_count,total_vehicles,occupancy_rate,flow_rate_per_min,avg_speed,avg_density,zone_id,duration_seconds
1775524760.90,CAM_001,Av. Javier Prado,38,2,14,0,54,0.0761,54,22.02,1.55,zone1,60.02
1775524760.90,CAM_002,Av. Arequipa,134,4,14,4,156,0.0650,156,10.68,5.95,zone2,60.02
1775524760.90,CAM_003,Av. Salaverry,134,4,14,4,156,0.0650,156,10.68,5.95,zone3,60.02
1775524760.90,CAM_004,Av. Petit Thouars,134,4,14,4,156,0.0650,156,10.68,5.95,zone4,60.02
1775524820.92,CAM_001,Av. Javier Prado,40,5,7,0,52,0.0349,52,37.28,0.88,zone1,60.02
1775524820.92,CAM_002,Av. Arequipa,180,6,16,0,202,0.0387,202,13.17,4.87,zone2,60.02
1775524820.92,CAM_003,Av. Salaverry,180,6,16,0,202,0.0387,202,13.17,4.87,zone3,60.02
1775524820.92,CAM_004,Av. Petit Thouars,180,6,16,0,202,0.0387,202,13.17,4.87,zone4,60.02
1775524880.92,CAM_001,Av. Javier Prado,6,0,2,0,8,0.0044,8,18.14,0.12,zone1,60.00
1775524880.92,CAM_002,Av. Arequipa,83,9,5,0,97,0.0300,97,5.83,4.13,zone2,60.00
1775524880.92,CAM_003,Av. Salaverry,83,9,5,0,97,0.0300,97,5.83,4.13,zone3,60.00
1775524880.92,CAM_004,Av. Petit Thouars,83,9,5,0,97,0.0300,97,5.83,4.13,zone4,60.00
1775524940.93,CAM_001,Av. Javier Prado,61,1,14,0,76,0.0547,76,28.22,1.38,zone1,60.01
1775524940.93,CAM_002,Av. Arequipa,168,4,21,1,194,0.0585,194,12.86,5.86,zone2,60.01
1775524940.93,CAM_003,Av. Salaverry,168,4,21,1,194,0.0585,194,12.86,5.86,zone3,60.01
1775524940.93,CAM_004,Av. Petit Thouars,168,4,21,1,194,0.0585,194,12.86,5.86,zone4,60.01
1775525000.93,CAM_001,Av. Javier Prado,12,6,2,2,22,0.0224,22,31.41,0.35,zone1,60.00
1775525000.93,CAM_002,Av. Arequipa,91,7,9,2,109,0.0382,109,5.24,5.29,zone2,60.00
1775525000.93,CAM_003,Av. Salaverry,91,7,9,2,109,0.0382,109,5.24,5.29,zone3,60.00
1775525000.93,CAM_004,Av. Petit Thouars,91,7,9,2,109,0.0382,109,5.24,5.29,zone4,60.00
1775525060.94,CAM_001,Av. Javier Prado,56,5,21,0,82,0.0812,82,18.28,2.10,zone1,60.01
1775525060.94,CAM_002,Av. Arequipa,209,9,25,1,244,0.0756,244,8.78,8.27,zone2,60.01
1775525060.94,CAM_003,Av. Salaverry,209,9,25,1,244,0.0756,244,8.78,8.27,zone3,60.01
1775525060.94,CAM_004,Av. Petit Thouars,209,9,25,1,244,0.0756,244,8.78,8.27,zone4,60.01
1775525120.96,CAM_001,Av. Javier Prado,37,3,7,0,47,0.0330,47,31.49,0.86,zone1,60.02
1775525120.96,CAM_002,Av. Arequipa,162,7,10,0,179,0.0408,179,10.56,5.55,zone2,60.02
1775525120.96,CAM_003,Av. Salaverry,162,7,10,0,179,0.0408,179,10.56,5.55,zone3,60.02
1775525120.96,CAM_004,Av. Petit Thouars,162,7,10,0,179,0.0408,179,10.56,5.55,zone4,60.02
1775525180.97,CAM_001,Av. Javier Prado,57,3,13,0,73,0.0872,73,19.20,2.02,zone1,60.01
1775525180.97,CAM_002,Av. Arequipa,159,12,25,0,196,0.0799,196,8.89,7.29,zone2,60.01
1775525180.97,CAM_003,Av. Salaverry,159,12,25,0,196,0.0799,196,8.89,7.29,zone3,60.01
1775525180.97,CAM_004,Av. Petit Thouars,159,12,25,0,196,0.0799,196,8.89,7.29,zone4,60.01
1775525240.99,CAM_001,Av. Javier Prado,54,18,14,0,86,0.0748,86,30.95,1.40,zone1,60.02
1775525240.99,CAM_002,Av. Arequipa,187,19,29,0,235,0.0700,235,15.69,5.48,zone2,60.02
1775525240.99,CAM_003,Av. Salaverry,187,19,29,0,235,0.0700,235,15.69,5.48,zone3,60.02
1775525240.99,CAM_004,Av. Petit Thouars,187,19,29,0,235,0.0700,235,15.69,5.48,zone4,60.02
1775525301.00,CAM_001,Av. Javier Prado,14,1,7,0,22,0.0197,22,14.46,0.50,zone1,60.01
1775525301.00,CAM_002,Av. Arequipa,133,8,15,2,158,0.0413,158,4.20,6.34,zone2,60.01
1775525301.00,CAM_003,Av. Salaverry,133,8,15,2,158,0.0413,158,4.20,6.34,zone3,60.01
1775525301.00,CAM_004,Av. Petit Thouars,133,8,15,2,158,0.0413,158,4.20,6.34,zone4,60.01
1775525361.01,CAM_001,Av. Javier Prado,81,3,14,3,101,0.0880,101,26.27,2.15,zone1,60.01
1775525361.01,CAM_002,Av. Arequipa,225,4,23,5,257,0.0755,257,13.42,7.90,zone2,60.01
1775525361.01,CAM_003,Av. Salaverry,225,4,23,5,257,0.0755,257,13.42,7.90,zone3,60.01
1775525361.01,CAM_004,Av. Petit Thouars,225,4,23,5,257,0.0755,257,13.42,7.90,zone4,60.01
1775525421.03,CAM_001,Av. Javier Prado,6,2,4,0,12,0.0086,12,20.83,0.22,zone1,60.02
1775525421.03,CAM_002,Av. Arequipa,95,11,13,1,120,0.0557,120,3.82,4.84,zone2,60.02
1775525421.03,CAM_003,Av. Salaverry,95,11,13,1,120,0.0557,120,3.82,4.84,zone3,60.02
1775525421.03,CAM_004,Av. Petit Thouars,95,11,13,1,120,0.0557,120,3.82,4.84,zone4,60.02
1775525481.06,CAM_001,Av. Javier Prado,66,13,31,0,110,0.1123,110,18.91,1.93,zone1,60.03
1775525481.06,CAM_002,Av. Arequipa,255,23,49,1,328,0.1207,328,10.04,7.27,zone2,60.03
1775525481.06,CAM_003,Av. Salaverry,255,23,49,1,328,0.1207,328,10.04,7.27,zone3,60.03
1775525481.06,CAM_004,Av. Petit Thouars,255,23,49,1,328,0.1207,328,10.04,7.27,zone4,60.03
1775525541.07,CAM_001,Av. Javier Prado,22,0,3,0,25,0.0173,25,31.97,0.44,zone1,60.01
1775525541.07,CAM_002,Av. Arequipa,125,2,9,0,136,0.0255,136,9.72,3.85,zone2,60.01
1775525541.07,CAM_003,Av. Salaverry,125,2,9,0,136,0.0255,136,9.72,3.85,zone3,60.01
1775525541.07,CAM_004,Av. Petit Thouars,125,2,9,0,136,0.0255,136,9.72,3.85,zone4,60.01
1775525601.07,CAM_001,Av. Javier Prado,34,1,7,0,42,0.0319,42,19.18,0.78,zone1,60.01
1775525601.07,CAM_002,Av. Arequipa,119,1,9,1,130,0.0388,130,6.10,5.10,zone2,60.01
1775525601.07,CAM_003,Av. Salaverry,119,1,9,1,130,0.0388,130,6.10,5.10,zone3,60.01
1775525601.07,CAM_004,Av. Petit Thouars,119,1,9,1,130,0.0388,130,6.10,5.10,zone4,60.01
1775525661.09,CAM_001,Av. Javier Prado,59,7,13,0,79,0.0737,79,31.21,1.48,zone1,60.02
1775525661.09,CAM_002,Av. Arequipa,183,8,16,0,207,0.0680,207,15.23,5.81,zone2,60.02
1775525661.09,CAM_003,Av. Salaverry,183,8,16,0,207,0.0680,207,15.23,5.81,zone3,60.02
1775525661.09,CAM_004,Av. Petit Thouars,183,8,16,0,207,0.0680,207,15.23,5.81,zone4,60.02
1775525721.13,CAM_001,Av. Javier Prado,8,4,3,0,15,0.0085,15,11.26,0.31,zone1,60.03
1775525721.13,CAM_002,Av. Arequipa,100,9,4,2,115,0.0351,115,3.64,5.79,zone2,60.03
1775525721.13,CAM_003,Av. Salaverry,100,9,4,2,115,0.0351,115,3.64,5.79,zone3,60.03
1775525721.13,CAM_004,Av. Petit Thouars,100,9,4,2,115,0.0351,115,3.64,5.79,zone4,60.03
1775525781.15,CAM_001,Av. Javier Prado,97,14,15,0,126,0.1150,126,27.36,2.20,zone1,60.02
1775525781.15,CAM_002,Av. Arequipa,277,26,25,1,329,0.1443,329,13.92,7.93,zone2,60.02
1775525781.15,CAM_003,Av. Salaverry,277,26,25,1,329,0.1443,329,13.92,7.93,zone3,60.02
1775525781.15,CAM_004,Av. Petit Thouars,277,26,25,1,329,0.1443,329,13.92,7.93,zone4,60.02
1775525841.16,CAM_001,Av. Javier Prado,3,0,1,0,4,0.0056,4,42.98,0.10,zone1,60.01
1775525841.16,CAM_002,Av. Arequipa,62,7,5,2,76,0.0202,76,6.86,3.29,zone2,60.01
1775525841.16,CAM_003,Av. Salaverry,62,7,5,2,76,0.0202,76,6.86,3.29,zone3,60.01
