timestamp,camera_id,street_monitored,car_count,bus_count,truck_count,motorcycle_count,total_vehicles,occupancy_rate,flow_rate_per_min,avg_speed,avg_density,zone_id,duration_seconds
1765150714.62,CAM_001,Av. Javier Prado,20,1,3,0,24,0.0498,24,8.97,1.00,zone1,60.02
1765150714.62,CAM_002,Av. Arequipa,76,5,8,0,89,0.0598,89,3.19,5.57,zone2,60.02
1765150714.62,CAM_003,Av. Salaverry,76,5,8,0,89,0.0598,89,3.19,5.57,zone3,60.02
1765150714.62,CAM_004,Av. Petit Thouars,76,5,8,0,89,0.0598,89,3.19,5.57,zone4,60.02
1765150720.26,CAM_001,Av. Javier Prado,18,0,0,0,18,0.0369,18,7.63,1.26,zone1,60.04
1765150720.26,CAM_002,Av. Arequipa,24,0,0,0,24,0.0267,24,5.24,1.84,zone2,60.04
1765150720.26,CAM_003,Av. Salaverry,24,0,0,0,24,0.0267,24,5.24,1.84,zone3,60.04
1765150720.26,CAM_004,Av. Petit Thouars,24,0,0,0,24,0.0267,24,5.24,1.84,zone4,60.04
1765150726.90,CAM_001,Av. Javier Prado,5,1,9,20,35,0.1891,35,6.66,2.20,zone1,60.08
1765150726.90,CAM_002,Av. Arequipa,15,1,12,32,60,0.1504,60,5.51,4.17,zone2,60.08
1765150726.90,CAM_003,Av. Salaverry,15,1,12,32,60,0.1504,60,5.51,4.17,zone3,60.08
1765150726.90,CAM_004,Av. Petit Thouars,15,1,12,32,60,0.1504,60,5.51,4.17,zone4,60.08
1765150733.67,CAM_001,Av. Javier Prado,7,9,8,34,58,0.1619,58,13.46,1.68,zone1,60.03
1765150733.67,CAM_002,Av. Arequipa,29,23,25,73,150,0.0978,150,9.59,4.92,zone2,60.03
1765150733.67,CAM_003,Av. Salaverry,29,23,25,73,150,0.0978,150,9.59,4.92,zone3,60.03
1765150733.67,CAM_004,Av. Petit Thouars,29,23,25,73,150,0.0978,150,9.59,4.92,zone4,60.03
1765150774.71,CAM_001,Av. Javier Prado,46,0,2,0,48,0.0352,48,16.17,1.11,zone1,60.09
1765150774.71,CAM_002,Av. Arequipa,100,3,6,0,109,0.0554,109,8.65,4.16,zone2,60.09
1765150774.71,CAM_003,Av. Salaverry,100,3,6,0,109,0.0554,109,8.65,4.16,zone3,60.09
1765150774.71,CAM_004,Av. Petit Thouars,100,3,6,0,109,0.0554,109,8.65,4.16,zone4,60.09
1765150780.32,CAM_001,Av. Javier Prado,16,0,0,0,16,0.0543,16,4.26,1.96,zone1,60.05
1765150780.32,CAM_002,Av. Arequipa,18,0,0,0,18,0.0186,18,4.67,1.57,zone2,60.05
1765150780.32,CAM_003,Av. Salaverry,18,0,0,0,18,0.0186,18,4.67,1.57,zone3,60.05
1765150780.32,CAM_004,Av. Petit Thouars,18,0,0,0,18,0.0186,18,4.67,1.57,zone4,60.05
1765150786.98,CAM_001,Av. Javier Prado,4,4,10,13,31,0.1626,31,5.67,2.42,zone1,60.08
1765150786.98,CAM_002,Av. Arequipa,14,5,11,22,52,0.1054,52,4.00,4.08,zone2,60.08
1765150786.98,CAM_003,Av. Salaverry,14,5,11,22,52,0.1054,52,4.00,4.08,zone3,60.08
1765150786.98,CAM_004,Av. Petit Thouars,14,5,11,22,52,0.1054,52,4.00,4.08,zone4,60.08
1765150793.76,CAM_001,Av. Javier Prado,13,5,10,53,81,0.1412,81,8.97,2.59,zone1,60.09
1765150793.76,CAM_002,Av. Arequipa,31,18,20,109,178,0.0828,178,5.90,6.37,zone2,60.09
1765150793.76,CAM_003,Av. Salaverry,31,18,20,109,178,0.0828,178,5.90,6.37,zone3,60.09
1765150793.76,CAM_004,Av. Petit Thouars,31,18,20,109,178,0.0828,178,5.90,6.37,zone4,60.09
1765150834.76,CAM_001,Av. Javier Prado,4,2,1,0,7,0.0067,7,21.15,0.10,zone1,60.04
1765150834.76,CAM_002,Av. Arequipa,37,2,0,0,39,0.0189,39,2.31,3.64,zone2,60.04
1765150834.76,CAM_003,Av. Salaverry,37,2,0,0,39,0.0189,39,2.31,3.64,zone3,60.04
1765150834.76,CAM_004,Av. Petit Thouars,37,2,0,0,39,0.0189,39,2.31,3.64,zone4,60.04
1765150840.35,CAM_001,Av. Javier Prado,24,0,1,0,25,0.0288,25,11.27,1.03,zone1,60.04
1765150840.35,CAM_002,Av. Arequipa,31,0,1,0,32,0.0134,32,7.87,1.28,zone2,60.04
1765150840.35,CAM_003,Av. Salaverry,31,0,1,0,32,0.0134,32,7.87,1.28,zone3,60.04
1765150840.35,CAM_004,Av. Petit Thouars,31,0,1,0,32,0.0134,32,7.87,1.28,zone4,60.04
1765150847.07,CAM_001,Av. Javier Prado,5,0,7,23,35,0.1627,35,5.25,2.98,zone1,60.09
1765150847.07,CAM_002,Av. Arequipa,16,0,6,29,51,0.1049,51,4.20,4.87,zone2,60.09
1765150847.07,CAM_003,Av. Salaverry,16,0,6,29,51,0.1049,51,4.20,4.87,zone3,60.09
1765150847.07,CAM_004,Av. Petit Thouars,16,0,6,29,51,0.1049,51,4.20,4.87,zone4,60.09
1765150853.87,CAM_001,Av. Javier Prado,9,10,20,15,54,0.1912,54,11.84,2.29,zone1,60.11
1765150853.87,CAM_002,Av. Arequipa,33,22,29,68,152,0.0934,152,8.33,5.16,zone2,60.11
1765150853.87,CAM_003,Av. Salaverry,33,22,29,68,152,0.0934,152,8.33,5.16,zone3,60.11
1765150853.87,CAM_004,Av. Petit Thouars,33,22,29,68,152,0.0934,152,8.33,5.16,zone4,60.11
1765154855.06,CAM_001,Av. Javier Prado,3,0,0,0,3,0.0027,3,23.08,0.07,zone1,60.09
1765154855.06,CAM_002,Av. Arequipa,38,0,1,0,39,0.0096,39,3.17,2.15,zone2,60.09
1765154855.06,CAM_003,Av. Salaverry,38,0,1,0,39,0.0096,39,3.17,2.15,zone3,60.09
1765154855.06,CAM_004,Av. Petit Thouars,38,0,1,0,39,0.0096,39,3.17,2.15,zone4,60.09
1765154857.87,CAM_001,Av. Javier Prado,12,0,1,0,13,0.0367,13,7.35,1.09,zone1,60.05
1765154857.87,CAM_002,Av. Arequipa,15,0,1,0,16,0.0199,16,5.02,1.26,zone2,60.05
1765154857.87,CAM_003,Av. Salaverry,15,0,1,0,16,0.0199,16,5.02,1.26,zone3,60.05
1765154857.87,CAM_004,Av. Petit Thouars,15,0,1,0,16,0.0199,16,5.02,1.26,zone4,60.05
1765154861.28,CAM_001,Av. Javier Prado,6,2,5,17,30,0.0789,30,18.53,0.86,zone1,60.09
1765154861.28,CAM_002,Av. Arequipa,17,2,24,32,75,0.0748,75,9.16,2.62,zone2,60.09
1765154861.28,CAM_003,Av. Salaverry,17,2,24,32,75,0.0748,75,9.16,2.62,zone3,60.09
1765154861.28,CAM_004,Av. Petit Thouars,17,2,24,32,75,0.0748,75,9.16,2.62,zone4,60.09
1765154864.71,CAM_001,Av. Javier Prado,21,10,12,20,63,0.0679,63,8.86,2.28,zone1,60.20
1765154864.71,CAM_002,Av. Arequipa,64,15,29,56,164,0.0688,164,8.55,6.04,zone2,60.20
1765154864.71,CAM_003,Av. Salaverry,64,15,29,56,164,0.0688,164,8.55,6.04,zone3,60.20
1765154864.71,CAM_004,Av. Petit Thouars,64,15,29,56,164,0.0688,164,8.55,6.04,zone4,60.20
1765154915.10,CAM_001,Av. Javier Prado,24,1,1,0,26,0.0330,26,9.19,1.04,zone1,60.04
1765154915.10,CAM_002,Av. Arequipa,78,3,2,0,83,0.0391,83,3.74,5.16,zone2,60.04
1765154915.10,CAM_003,Av. Salaverry,78,3,2,0,83,0.0391,83,3.74,5.16,zone3,60.04
1765154915.10,CAM_004,Av. Petit Thouars,78,3,2,0,83,0.0391,83,3.74,5.16,zone4,60.04
1765154917.96,CAM_001,Av. Javier Prado,14,0,2,0,16,0.0624,16,2.74,1.94,zone1,60.09
1765154917.96,CAM_002,Av. Arequipa,14,0,0,0,14,0.0225,14,2.99,1.87,zone2,60.09
1765154917.96,CAM_003,Av. Salaverry,14,0,0,0,14,0.0225,14,2.99,1.87,zone3,60.09
1765154917.96,CAM_004,Av. Petit Thouars,14,0,0,0,14,0.0225,14,2.99,1.87,zone4,60.09
1765154921.29,CAM_001,Av. Javier Prado,5,3,4,25,37,0.0756,37,13.78,1.21,zone1,60.01
1765154921.29,CAM_002,Av. Arequipa,15,3,11,33,62,0.1076,62,8.36,3.17,zone2,60.01
1765154921.29,CAM_003,Av. Salaverry,15,3,11,33,62,0.1076,62,8.36,3.17,zone3,60.01
1765154921.29,CAM_004,Av. Petit Thouars,15,3,11,33,62,0.1076,62,8.36,3.17,zone4,60.01
1765154924.73,CAM_001,Av. Javier Prado,15,0,7,29,51,0.0438,51,5.24,2.01,zone1,60.02
1765154924.73,CAM_002,Av. Arequipa,35,2,13,56,106,0.0329,106,3.37,4.48,zone2,60.02
1765154924.73,CAM_003,Av. Salaverry,35,2,13,56,106,0.0329,106,3.37,4.48,zone3,60.02
1765154924.73,CAM_004,Av. Petit Thouars,35,2,13,56,106,0.0329,106,3.37,4.48,zone4,60.02
1765154975.16,CAM_001,Av. Javier Prado,49,3,1,0,53,0.0600,53,17.80,1.50,zone1,60.06
1765154975.16,CAM_002,Av. Arequipa,120,4,1,0,125,0.0531,125,8.98,4.93,zone2,60.06
1765154975.16,CAM_003,Av. Salaverry,120,4,1,0,125,0.0531,125,8.98,4.93,zone3,60.06
1765154975.16,CAM_004,Av. Petit Thouars,120,4,1,0,125,0.0531,125,8.98,4.93,zone4,60.06
1765154978.09,CAM_001,Av. Javier Prado,13,0,3,0,16,0.0464,16,10.47,1.08,zone1,60.13
1765154978.09,CAM_002,Av. Arequipa,21,0,1,0,22,0.0119,22,10.22,1.11,zone2,60.13
1765154978.09,CAM_003,Av. Salaverry,21,0,1,0,22,0.0119,22,10.22,1.11,zone3,60.13
1765154978.09,CAM_004,Av. Petit Thouars,21,0,1,0,22,0.0119,22,10.22,1.11,zone4,60.13
1765154981.39,CAM_001,Av. Javier Prado,2,2,2,32,38,0.0823,38,10.79,1.25,zone1,60.10
1765154981.39,CAM_002,Av. Arequipa,13,2,7,38,60,0.0680,60,6.46,2.98,zone2,60.10
1765154981.39,CAM_003,Av. Salaverry,13,2,7,38,60,0.0680,60,6.46,2.98,zone3,60.10
1765154981.39,CAM_004,Av. Petit Thouars,13,2,7,38,60,0.0680,60,6.46,2.98,zone4,60.10
1765154984.88,CAM_001,Av. Javier Prado,19,8,14,14,55,0.0540,55,9.31,1.89,zone1,60.16
1765154984.88,CAM_002,Av. Arequipa,30,16,25,30,101,0.0455,101,6.58,4.18,zone2,60.16
1765154984.88,CAM_003,Av. Salaverry,30,16,25,30,101,0.0455,101,6.58,4.18,zone3,60.16
1765154984.88,CAM_004,Av. Petit Thouars,30,16,25,30,101,0.0455,101,6.58,4.18,zone4,60.16
1765155035.18,CAM_001,Av. Javier Prado,12,1,0,0,13,0.0166,13,6.09,0.68,zone1,60.03
1765155035.18,CAM_002,Av. Arequipa,64,5,0,0,69,0.0663,69,2.22,5.93,zone2,60.03
1765155035.18,CAM_003,Av. Salaverry,64,5,0,0,69,0.0663,69,2.22,5.93,zone3,60.03
1765155035.18,CAM_004,Av. Petit Thouars,64,5,0,0,69,0.0663,69,2.22,5.93,zone4,60.03
1765155038.19,CAM_001,Av. Javier Prado,18,0,0,0,18,0.0449,18,6.03,1.53,zone1,60.09
1765155038.19,CAM_002,Av. Arequipa,25,0,0,0,25,0.0203,25,5.10,1.78,zone2,60.09
1765155038.19,CAM_003,Av. Salaverry,25,0,0,0,25,0.0203,25,5.10,1.78,zone3,60.09
1765155038.19,CAM_004,Av. Petit Thouars,25,0,0,0,25,0.0203,25,5.10,1.78,zone4,60.09
1765155041.47,CAM_001,Av. Javier Prado,4,1,11,22,38,0.1496,38,10.74,1.24,zone1,60.08
1765155041.47,CAM_002,Av. Arequipa,17,2,27,32,78,0.1603,78,7.65,3.19,zone2,60.08
1765155041.47,CAM_003,Av. Salaverry,17,2,27,32,78,0.1603,78,7.65,3.19,zone3,60.08
1765155041.47,CAM_004,Av. Petit Thouars,17,2,27,32,78,0.1603,78,7.65,3.19,zone4,60.08
1765155044.94,CAM_001,Av. Javier Prado,16,4,5,37,62,0.0417,62,4.47,2.15,zone1,60.06
1765155044.94,CAM_002,Av. Arequipa,31,11,13,76,131,0.0469,131,4.05,4.93,zone2,60.06
1765155044.94,CAM_003,Av. Salaverry,31,11,13,76,131,0.0469,131,4.05,4.93,zone3,60.06
1765155044.94,CAM_004,Av. Petit Thouars,31,11,13,76,131,0.0469,131,4.05,4.93,zone4,60.06
1765155095.23,CAM_001,Av. Javier Prado,49,3,5,0,57,0.0795,57,15.96,2.05,zone1,60.05
1765155095.23,CAM_002,Av. Arequipa,151,6,10,0,167,0.0767,167,8.75,6.64,zone2,60.05
1765155095.23,CAM_003,Av. Salaverry,151,6,10,0,167,0.0767,167,8.75,6.64,zone3,60.05
1765155095.23,CAM_004,Av. Petit Thouars,151,6,10,0,167,0.0767,167,8.75,6.64,zone4,60.05
1765155098.20,CAM_001,Av. Javier Prado,16,0,0,0,16,0.0456,16,7.48,1.47,zone1,60.01
1765155098.20,CAM_002,Av. Arequipa,16,0,0,0,16,0.0155,16,6.93,1.24,zone2,60.01
1765155098.20,CAM_003,Av. Salaverry,16,0,0,0,16,0.0155,16,6.93,1.24,zone3,60.01
1765155098.20,CAM_004,Av. Petit Thouars,16,0,0,0,16,0.0155,16,6.93,1.24,zone4,60.01
1765155101.53,CAM_001,Av. Javier Prado,16,7,14,19,56,0.1923,56,8.24,1.70,zone1,60.06
1765155101.53,CAM_002,Av. Arequipa,39,8,24,33,104,0.1644,104,6.31,3.89,zone2,60.06
1765155101.53,CAM_003,Av. Salaverry,39,8,24,33,104,0.1644,104,6.31,3.89,zone3,60.06
1765155101.53,CAM_004,Av. Petit Thouars,39,8,24,33,104,0.1644,104,6.31,3.89,zone4,60.06
1765155105.01,CAM_001,Av. Javier Prado,17,11,18,7,53,0.0975,53,16.77,1.60,zone1,60.07
1765155105.01,CAM_002,Av. Arequipa,46,18,30,14,108,0.0720,108,9.15,4.12,zone2,60.07
1765155105.01,CAM_003,Av. Salaverry,46,18,30,14,108,0.0720,108,9.15,4.12,zone3,60.07
1765155105.01,CAM_004,Av. Petit Thouars,46,18,30,14,108,0.0720,108,9.15,4.12,zone4,60.07
1765155155.35,CAM_001,Av. Javier Prado,11,0,0,0,11,0.0082,11,23.17,0.27,zone1,60.12
1765155155.35,CAM_002,Av. Arequipa,43,3,1,0,47,0.0193,47,3.94,3.52,zone2,60.12
1765155155.35,CAM_003,Av. Salaverry,43,3,1,0,47,0.0193,47,3.94,3.52,zone3,60.12
1765155155.35,CAM_004,Av. Petit Thouars,43,3,1,0,47,0.0193,47,3.94,3.52,zone4,60.12
1765155158.24,CAM_001,Av. Javier Prado,12,0,0,0,12,0.0261,12,3.74,1.31,zone1,60.05
1765155158.24,CAM_002,Av. Arequipa,18,0,0,0,18,0.0157,18,3.06,1.48,zone2,60.05
1765155158.24,CAM_003,Av. Salaverry,18,0,0,0,18,0.0157,18,3.06,1.48,zone3,60.05
1765155158.24,CAM_004,Av. Petit Thouars,18,0,0,0,18,0.0157,18,3.06,1.48,zone4,60.05
1765155161.63,CAM_001,Av. Javier Prado,4,3,9,32,48,0.2997,48,8.94,1.19,zone1,60.10
1765155161.63,CAM_002,Av. Arequipa,21,3,13,39,76,0.0714,76,6.08,3.13,zone2,60.10
1765155161.63,CAM_003,Av. Salaverry,21,3,13,39,76,0.0714,76,6.08,3.13,zone3,60.10
1765155161.63,CAM_004,Av. Petit Thouars,21,3,13,39,76,0.0714,76,6.08,3.13,zone4,60.10
1765155165.05,CAM_001,Av. Javier Prado,2,0,5,36,43,0.0262,43,6.89,0.99,zone1,60.04
1765155165.05,CAM_002,Av. Arequipa,32,11,18,48,109,0.0435,109,7.23,3.63,zone2,60.04
1765155165.05,CAM_003,Av. Salaverry,32,11,18,48,109,0.0435,109,7.23,3.63,zone3,60.04
1765155165.05,CAM_004,Av. Petit Thouars,32,11,18,48,109,0.0435,109,7.23,3.63,zone4,60.04
1765155215.47,CAM_001,Av. Javier Prado,37,2,5,0,44,0.0557,44,15.38,1.38,zone1,60.12
1765155215.47,CAM_002,Av. Arequipa,103,4,5,0,112,0.0464,112,7.23,4.93,zone2,60.12
1765155215.47,CAM_003,Av. Salaverry,103,4,5,0,112,0.0464,112,7.23,4.93,zone3,60.12
1765155215.47,CAM_004,Av. Petit Thouars,103,4,5,0,112,0.0464,112,7.23,4.93,zone4,60.12
1765155218.27,CAM_001,Av. Javier Prado,6,0,0,0,6,0.0102,6,16.25,0.30,zone1,60.03
1765155218.27,CAM_002,Av. Arequipa,15,0,6,0,21,0.0370,21,3.67,1.42,zone2,60.03
1765155218.27,CAM_003,Av. Salaverry,15,0,6,0,21,0.0370,21,3.67,1.42,zone3,60.03
1765155218.27,CAM_004,Av. Petit Thouars,15,0,6,0,21,0.0370,21,3.67,1.42,zone4,60.03
