timestamp,camera_id,street_monitored,car_count,bus_count,truck_count,motorcycle_count,total_vehicles,occupancy_rate,flow_rate_per_min,avg_speed,avg_density,zone_id,duration_seconds
1775538025.87,CAM_001,Av. Javier Prado,11,0,0,0,11,0.0024,11,7.34,0.16,zone1,60.02
1775538025.87,CAM_002,Av. Arequipa,92,12,12,0,116,0.0264,116,2.70,4.34,zone2,60.02
1775538025.87,CAM_003,Av. Salaverry,92,12,12,0,116,0.0264,116,2.70,4.34,zone3,60.02
1775538025.87,CAM_004,Av. Petit Thouars,92,12,12,0,116,0.0264,116,2.70,4.34,zone4,60.02
1775538085.89,CAM_001,Av. Javier Prado,65,10,8,0,83,0.1173,83,21.94,1.96,zone1,60.03
1775538085.89,CAM_002,Av. Arequipa,193,18,7,0,218,0.1008,218,10.26,7.30,zone2,60.03
1775538085.89,CAM_003,Av. Salaverry,193,18,7,0,218,0.1008,218,10.26,7.30,zone3,60.03
1775538085.89,CAM_004,Av. Petit Thouars,193,18,7,0,218,0.1008,218,10.26,7.30,zone4,60.03
1775538145.91,CAM_001,Av. Javier Prado,28,1,8,0,37,0.0263,37,34.09,0.61,zone1,60.02
1775538145.91,CAM_002,Av. Arequipa,93,9,13,0,115,0.0387,115,12.20,3.69,zone2,60.02
1775538145.91,CAM_003,Av. Salaverry,93,9,13,0,115,0.0387,115,12.20,3.69,zone3,60.02
1775538145.91,CAM_004,Av. Petit Thouars,93,9,13,0,115,0.0387,115,12.20,3.69,zone4,60.02
1775538205.94,CAM_001,Av. Javier Prado,51,2,4,1,58,0.0575,58,22.41,1.47,zone1,60.02
1775538205.94,CAM_002,Av. Arequipa,176,14,13,1,204,0.0671,204,8.80,7.03,zone2,60.02
1775538205.94,CAM_003,Av. Salaverry,176,14,13,1,204,0.0671,204,8.80,7.03,zone3,60.02
1775538205.94,CAM_004,Av. Petit Thouars,176,14,13,1,204,0.0671,204,8.80,7.03,zone4,60.02
1775538265.95,CAM_001,Av. Javier Prado,67,1,7,0,75,0.0420,75,33.19,1.15,zone1,60.02
1775538265.95,CAM_002,Av. Arequipa,204,1,13,0,218,0.0439,218,14.23,5.29,zone2,60.02
1775538265.95,CAM_003,Av. Salaverry,204,1,13,0,218,0.0439,218,14.23,5.29,zone3,60.02
1775538265.95,CAM_004,Av. Petit Thouars,204,1,13,0,218,0.0439,218,14.23,5.29,zone4,60.02
1775538325.97,CAM_001,Av. Javier Prado,12,0,0,0,12,0.0107,12,24.44,0.24,zone1,60.02
1775538325.97,CAM_002,Av. Arequipa,115,1,7,0,123,0.0388,123,2.36,6.73,zone2,60.02
1775538325.97,CAM_003,Av. Salaverry,115,1,7,0,123,0.0388,123,2.36,6.73,zone3,60.02
1775538325.97,CAM_004,Av. Petit Thouars,115,1,7,0,123,0.0388,123,2.36,6.73,zone4,60.02
1775538385.98,CAM_001,Av. Javier Prado,55,4,2,0,61,0.0524,61,25.57,1.36,zone1,60.01
1775538385.98,CAM_002,Av. Arequipa,214,4,8,1,227,0.0571,227,10.83,6.31,zone2,60.01
1775538385.98,CAM_003,Av. Salaverry,214,4,8,1,227,0.0571,227,10.83,6.31,zone3,60.01
1775538385.98,CAM_004,Av. Petit Thouars,214,4,8,1,227,0.0571,227,10.83,6.31,zone4,60.01
1775538445.99,CAM_001,Av. Javier Prado,10,0,2,1,13,0.0078,13,31.06,0.21,zone1,60.01
1775538445.99,CAM_002,Av. Arequipa,80,0,2,1,83,0.0197,83,4.90,3.81,zone2,60.01
1775538445.99,CAM_003,Av. Salaverry,80,0,2,1,83,0.0197,83,4.90,3.81,zone3,60.01
1775538445.99,CAM_004,Av. Petit Thouars,80,0,2,1,83,0.0197,83,4.90,3.81,zone4,60.01
1775538506.03,CAM_001,Av. Javier Prado,61,2,5,0,68,0.0967,68,21.37,2.08,zone1,60.04
1775538506.03,CAM_002,Av. Arequipa,205,7,11,0,223,0.0944,223,10.52,7.47,zone2,60.04
1775538506.03,CAM_003,Av. Salaverry,205,7,11,0,223,0.0944,223,10.52,7.47,zone3,60.04
1775538506.03,CAM_004,Av. Petit Thouars,205,7,11,0,223,0.0944,223,10.52,7.47,zone4,60.04
1775538566.05,CAM_001,Av. Javier Prado,37,6,10,0,53,0.0505,53,32.20,0.88,zone1,60.02
1775538566.05,CAM_002,Av. Arequipa,140,12,13,2,167,0.0560,167,12.60,4.84,zone2,60.02
1775538566.05,CAM_003,Av. Salaverry,140,12,13,2,167,0.0560,167,12.60,4.84,zone3,60.02
1775538566.05,CAM_004,Av. Petit Thouars,140,12,13,2,167,0.0560,167,12.60,4.84,zone4,60.02
1775538626.06,CAM_001,Av. Javier Prado,52,5,7,2,66,0.1173,66,19.71,1.90,zone1,60.01
1775538626.06,CAM_002,Av. Arequipa,137,11,6,2,156,0.1219,156,9.56,7.24,zone2,60.01
1775538626.06,CAM_003,Av. Salaverry,137,11,6,2,156,0.1219,156,9.56,7.24,zone3,60.01
1775538626.06,CAM_004,Av. Petit Thouars,137,11,6,2,156,0.1219,156,9.56,7.24,zone4,60.01
1775538686.09,CAM_001,Av. Javier Prado,39,12,6,0,57,0.0658,57,29.31,1.11,zone1,60.03
1775538686.09,CAM_002,Av. Arequipa,121,14,13,1,149,0.0660,149,12.62,4.90,zone2,60.03
1775538686.09,CAM_003,Av. Salaverry,121,14,13,1,149,0.0660,149,12.62,4.90,zone3,60.03
1775538686.09,CAM_004,Av. Petit Thouars,121,14,13,1,149,0.0660,149,12.62,4.90,zone4,60.03
1775538746.12,CAM_001,Av. Javier Prado,15,0,0,0,15,0.0188,15,17.62,0.49,zone1,60.03
1775538746.12,CAM_002,Av. Arequipa,143,4,2,1,150,0.0471,150,3.83,7.50,zone2,60.03
1775538746.12,CAM_003,Av. Salaverry,143,4,2,1,150,0.0471,150,3.83,7.50,zone3,60.03
1775538746.12,CAM_004,Av. Petit Thouars,143,4,2,1,150,0.0471,150,3.83,7.50,zone4,60.03
1775538806.14,CAM_001,Av. Javier Prado,81,3,6,0,90,0.0852,90,27.44,2.11,zone1,60.02
1775538806.14,CAM_002,Av. Arequipa,207,4,5,1,217,0.0810,217,12.00,8.50,zone2,60.02
1775538806.14,CAM_003,Av. Salaverry,207,4,5,1,217,0.0810,217,12.00,8.50,zone3,60.02
1775538806.14,CAM_004,Av. Petit Thouars,207,4,5,1,217,0.0810,217,12.00,8.50,zone4,60.02
1775538866.18,CAM_001,Av. Javier Prado,16,0,4,0,20,0.0108,20,26.99,0.30,zone1,60.04
1775538866.18,CAM_002,Av. Arequipa,112,3,6,2,123,0.0334,123,4.96,4.56,zone2,60.04
